"TABLE_CATALOG","TABLE_SCHEMA","TABLE_NAME","COLUMN_NAME","ORDINAL_POSITION","COLUMN_DEFAULT","IS_NULLABLE","DATA_TYPE","CHARACTER_MAXIMUM_LENGTH","CHARACTER_OCTET_LENGTH","NUMERIC_PRECISION","NUMERIC_PRECISION_RADIX","NUMERIC_SCALE","DATETIME_PRECISION","INTERVAL_TYPE","INTERVAL_PRECISION","CHARACTER_SET_CATALOG","CHARACTER_SET_SCHEMA","CHARACTER_SET_NAME","COLLATION_CATALOG","COLLATION_SCHEMA","COLLATION_NAME","DOMAIN_CATALOG","DOMAIN_SCHEMA","DOMAIN_NAME","UDT_CATALOG","UDT_SCHEMA","UDT_NAME","SCOPE_CATALOG","SCOPE_SCHEMA","SCOPE_NAME","MAXIMUM_CARDINALITY","DTD_IDENTIFIER","IS_SELF_REFERENCING","IS_IDENTITY","IDENTITY_GENERATION","IDENTITY_START","IDENTITY_INCREMENT","IDENTITY_MAXIMUM","IDENTITY_MINIMUM","IDENTITY_CYCLE","COMMENT"
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","WEB_SALES","WS_WHOLESALE_COST","20","","YES","NUMBER","","","7","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10000","LINEITEM","L_EXTENDEDPRICE","6","","NO","NUMBER","","","12","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CATALOG_RETURNS","CR_NET_LOSS","27","","YES","NUMBER","","","7","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","WEB_SALES","WS_SHIP_CDEMO_SK","10","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","WEB_SITE","WEB_STREET_NAME","17","","YES","TEXT","60","240","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","CALL_CENTER","CC_OPEN_DATE_SK","6","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","CATALOG_RETURNS","CR_STORE_CREDIT","26","","YES","NUMBER","","","7","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","STORE","S_COMPANY_ID","17","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","STORE","S_FLOOR_SPACE","8","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","STORE","S_TAX_PRECENTAGE","29","","YES","NUMBER","","","5","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","WEB_SALES","WS_ITEM_SK","4","","NO","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF100","SUPPLIER","S_NATIONKEY","4","","NO","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","PROMOTION","P_CHANNEL_EVENT","15","","YES","TEXT","1","4","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","STORE_RETURNS","SR_RETURNED_DATE_SK","1","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","WAREHOUSE","W_STREET_TYPE","7","","YES","TEXT","15","60","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF1","SUPPLIER","S_PHONE","5","","NO","TEXT","15","60","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF1000","PART","P_RETAILPRICE","8","","NO","NUMBER","","","12","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10000","NATION","N_REGIONKEY","3","","NO","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10000","PART","P_COMMENT","9","","YES","TEXT","23","92","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","STORE","S_STREET_TYPE","21","","YES","TEXT","15","60","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","WEB_SALES","WS_NET_PAID_INC_SHIP","32","","YES","NUMBER","","","7","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF1000","SUPPLIER","S_ACCTBAL","6","","NO","NUMBER","","","12","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CALL_CENTER","CC_TAX_PERCENTAGE","31","","YES","NUMBER","","","5","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CATALOG_PAGE","CP_CATALOG_PAGE_SK","1","","NO","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CATALOG_RETURNS","CR_WAREHOUSE_SK","15","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CUSTOMER","C_BIRTH_COUNTRY","15","","YES","TEXT","20","80","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","SHIP_MODE","SM_TYPE","3","","YES","TEXT","30","120","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","WEB_SALES","WS_EXT_LIST_PRICE","26","","YES","NUMBER","","","7","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","PROMOTION","P_CHANNEL_EMAIL","10","","YES","TEXT","1","4","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","ITEM","I_PRODUCT_NAME","22","","YES","TEXT","50","200","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","STORE_RETURNS","SR_REVERSED_CHARGE","18","","YES","NUMBER","","","7","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","STORE","S_COMPANY_NAME","18","","YES","TEXT","50","200","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF1","PART","P_CONTAINER","7","","NO","TEXT","10","40","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10","LINEITEM","L_SHIPINSTRUCT","14","","NO","TEXT","25","100","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10000","PART","P_MFGR","3","","NO","TEXT","25","100","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CALL_CENTER","CC_COMPANY","19","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CATALOG_RETURNS","CR_RETURNED_DATE_SK","1","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","DBGEN_VERSION","DV_CMDLINE_ARGS","4","","YES","TEXT","200","800","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","TIME_DIM","T_MEAL_TIME","10","","YES","TEXT","20","80","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","WEB_RETURNS","WR_REFUNDED_HDEMO_SK","6","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","CALL_CENTER","CC_HOURS","11","","YES","TEXT","20","80","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","CATALOG_SALES","CS_BILL_HDEMO_SK","6","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","CUSTOMER","C_LOGIN","16","","YES","TEXT","13","52","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","PROMOTION","P_CHANNEL_DMAIL","9","","YES","TEXT","1","4","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","WEB_SALES","WS_SHIP_CUSTOMER_SK","9","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10","REGION","R_REGIONKEY","1","","NO","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","PROMOTION","P_CHANNEL_PRESS","14","","YES","TEXT","1","4","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CATALOG_RETURNS","CR_RETURN_QUANTITY","18","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","WEB_SITE","WEB_MKT_CLASS","11","","YES","TEXT","50","200","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","INVENTORY","INV_DATE_SK","1","","NO","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","WEB_SITE","WEB_SITE_ID","2","","NO","TEXT","16","64","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF100","CUSTOMER","C_ACCTBAL","6","","NO","NUMBER","","","12","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF100","LINEITEM","L_QUANTITY","5","","NO","NUMBER","","","12","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","WEB_PAGE","WP_CREATION_DATE_SK","5","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF100","PARTSUPP","PS_SUPPLYCOST","4","","NO","NUMBER","","","12","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CALL_CENTER","CC_GMT_OFFSET","30","","YES","NUMBER","","","5","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","WEB_PAGE","WP_CUSTOMER_SK","8","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","WEB_RETURNS","WR_FEE","19","","YES","NUMBER","","","7","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","ITEM","I_MANUFACT_ID","14","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","STORE","S_COUNTY","24","","YES","TEXT","30","120","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","INCOME_BAND","IB_LOWER_BOUND","2","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","STORE_SALES","SS_PROMO_SK","9","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF1000","LINEITEM","L_QUANTITY","5","","NO","NUMBER","","","12","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10000","LINEITEM","L_PARTKEY","2","","NO","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10000","NATION","N_NAME","2","","NO","TEXT","25","100","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CALL_CENTER","CC_MKT_CLASS","14","","YES","TEXT","50","200","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CALL_CENTER","CC_STATE","27","","YES","TEXT","2","8","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CATALOG_RETURNS","CR_SHIP_MODE_SK","14","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CATALOG_SALES","CS_SOLD_TIME_SK","2","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","STORE","S_STREET_NUMBER","19","","YES","TEXT","10","40","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF1000","ORDERS","O_CLERK","7","","NO","TEXT","15","60","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","DATE_DIM","D_FY_YEAR","12","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","WAREHOUSE","W_SUITE_NUMBER","8","","YES","TEXT","10","40","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","WEB_SALES","WS_SHIP_MODE_SK","15","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","SHIP_MODE","SM_TYPE","3","","YES","TEXT","30","120","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","STORE","S_STORE_ID","2","","NO","TEXT","16","64","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","TIME_DIM","T_MEAL_TIME","10","","YES","TEXT","20","80","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","WEB_RETURNS","WR_REVERSED_CHARGE","22","","YES","NUMBER","","","7","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","WEB_SITE","WEB_CLOSE_DATE_SK","7","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF1","PART","P_NAME","2","","NO","TEXT","55","220","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF100","LINEITEM","L_SHIPDATE","11","","NO","DATE","","","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CALL_CENTER","CC_COMPANY_NAME","20","","YES","TEXT","50","200","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CATALOG_RETURNS","CR_RETURNED_TIME_SK","2","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CATALOG_RETURNS","CR_REFUNDED_ADDR_SK","7","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CATALOG_RETURNS","CR_RETURNING_ADDR_SK","11","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CATALOG_SALES","CS_SHIP_MODE_SK","14","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","DATE_DIM","D_MOY","9","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","CALL_CENTER","CC_SQ_FT","10","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","STORE_SALES","SS_EXT_DISCOUNT_AMT","15","","YES","NUMBER","","","7","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","DATE_DIM","D_DAY_NAME","15","","YES","TEXT","9","36","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","PROMOTION","P_CHANNEL_EMAIL","10","","YES","TEXT","1","4","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","PROMOTION","P_DISCOUNT_ACTIVE","19","","YES","TEXT","1","4","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","WEB_SITE","WEB_REC_END_DATE","4","","YES","DATE","","","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","CUSTOMER","C_LAST_REVIEW_DATE","18","","YES","TEXT","10","40","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF1000","CUSTOMER","C_NAME","2","","NO","TEXT","25","100","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CATALOG_SALES","CS_SHIP_ADDR_SK","11","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","STORE","S_MARKET_ID","11","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","CATALOG_SALES","CS_EXT_SHIP_COST","29","","YES","NUMBER","","","7","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","CUSTOMER_ADDRESS","CA_STREET_TYPE","5","","YES","TEXT","15","60","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","WEB_SITE","WEB_STATE","22","","YES","TEXT","2","8","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","WEB_RETURNS","WR_RETURNING_CDEMO_SK","9","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF1000","LINEITEM","L_SHIPDATE","11","","NO","DATE","","","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","STORE_SALES","SS_SOLD_TIME_SK","2","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","CATALOG_SALES","CS_NET_PAID_INC_TAX","31","","YES","NUMBER","","","7","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","WEB_PAGE","WP_LINK_COUNT","12","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF1","CUSTOMER","C_NATIONKEY","4","","NO","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF1000","NATION","N_COMMENT","4","","YES","TEXT","152","608","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF1000","ORDERS","O_ORDERSTATUS","3","","NO","TEXT","1","4","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10000","LINEITEM","L_RETURNFLAG","9","","NO","TEXT","1","4","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10000","LINEITEM","L_DISCOUNT","7","","NO","NUMBER","","","12","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CATALOG_RETURNS","CR_RETURNING_HDEMO_SK","10","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CUSTOMER","C_CUSTOMER_ID","2","","NO","TEXT","16","64","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","DATE_DIM","D_YEAR","7","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","INCOME_BAND","IB_LOWER_BOUND","2","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","WEB_SALES","WS_SHIP_DATE_SK","3","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","ITEM","I_MANAGER_ID","21","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","ITEM","I_PRODUCT_NAME","22","","YES","TEXT","50","200","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","SHIP_MODE","SM_CONTRACT","6","","YES","TEXT","20","80","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","SHIP_MODE","SM_SHIP_MODE_SK","1","","NO","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","STORE_RETURNS","SR_RETURN_AMT","12","","YES","NUMBER","","","7","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","TIME_DIM","T_TIME","3","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","STORE_RETURNS","SR_RETURN_SHIP_COST","16","","YES","NUMBER","","","7","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","PROMOTION","P_PURPOSE","18","","YES","TEXT","15","60","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","REASON","R_REASON_DESC","3","","YES","TEXT","100","400","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","WEB_PAGE","WP_TYPE","10","","YES","TEXT","50","200","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
